Same in performance to ViTm_ImplicitAttn3_Block, and just a bit slower. 

----------------------------------------------------------------------------------------------------
Training for epoch 1/25 started
----------------------------------------------------------------------------------------------------
Train completion:0.13%, time:0 m:28 s, avg loss: 12.47, avg acc:0.0000%, last loss: 12.43
Train completion:36.43%, time:164 m:9 s, avg loss: 11.16, avg acc:0.0351%, last loss: 10.63
Train completion:36.56%, time:164 m:43 s, avg loss: 11.16, avg acc:0.0350%, last loss: 10.30
Train completion:36.70%, time:165 m:18 s, avg loss: 11.16, avg acc:0.0348%, last loss: 10.70
Train completion:36.83%, time:165 m:53 s, avg loss: 11.15, avg acc:0.0347%, last loss: 10.39
Train completion:36.96%, time:166 m:28 s, avg loss: 11.15, avg acc:0.0346%, last loss: 10.79
Train completion:37.09%, time:167 m:2 s, avg loss: 11.15, avg acc:0.0345%, last loss: 10.85
Train completion:37.22%, time:167 m:37 s, avg loss: 11.15, avg acc:0.0344%, last loss: 10.52
Train completion:37.36%, time:168 m:11 s, avg loss: 11.14, avg acc:0.0342%, last loss: 10.41
Train completion:37.49%, time:168 m:46 s, avg loss: 11.14, avg acc:0.0341%, last loss: 10.43
Train completion:37.62%, time:169 m:20 s, avg loss: 11.14, avg acc:0.0340%, last loss: 10.33
Train completion:37.75%, time:169 m:54 s, avg loss: 11.14, avg acc:0.0339%, last loss: 10.69
Train completion:37.88%, time:170 m:28 s, avg loss: 11.13, avg acc:0.0338%, last loss: 10.60
Train completion:38.02%, time:171 m:5 s, avg loss: 11.13, avg acc:0.0336%, last loss: 10.45
Train completion:38.15%, time:171 m:39 s, avg loss: 11.13, avg acc:0.0335%, last loss: 10.42
Train completion:38.28%, time:172 m:14 s, avg loss: 11.13, avg acc:0.0334%, last loss: 10.54
Train completion:38.41%, time:172 m:48 s, avg loss: 11.13, avg acc:0.0333%, last loss: 10.25
Train completion:38.54%, time:173 m:22 s, avg loss: 11.12, avg acc:0.0332%, last loss: 10.24
Train completion:38.68%, time:173 m:58 s, avg loss: 11.12, avg acc:0.0331%, last loss: 10.31
Train completion:38.81%, time:174 m:33 s, avg loss: 11.12, avg acc:0.0330%, last loss: 10.44
Train completion:38.94%, time:175 m:7 s, avg loss: 11.12, avg acc:0.0328%, last loss: 10.36
Train completion:39.07%, time:175 m:41 s, avg loss: 11.11, avg acc:0.0327%, last loss: 10.59
Train completion:39.21%, time:176 m:16 s, avg loss: 11.11, avg acc:0.0326%, last loss: 10.42
Train completion:39.34%, time:176 m:48 s, avg loss: 11.11, avg acc:0.0325%, last loss: 10.44
Train completion:39.47%, time:177 m:22 s, avg loss: 11.11, avg acc:0.0324%, last loss: 10.35
Train completion:39.60%, time:177 m:56 s, avg loss: 11.11, avg acc:0.0323%, last loss: 10.26
Train completion:39.73%, time:178 m:30 s, avg loss: 11.10, avg acc:0.0322%, last loss: 10.32
Train completion:39.87%, time:179 m:10 s, avg loss: 11.10, avg acc:0.0321%, last loss: 10.65
Train completion:40.00%, time:179 m:52 s, avg loss: 11.10, avg acc:0.0320%, last loss: 10.26
Train completion:40.13%, time:180 m:27 s, avg loss: 11.10, avg acc:0.0319%, last loss: 10.93
Train completion:40.26%, time:181 m:2 s, avg loss: 11.10, avg acc:0.0318%, last loss: 10.74
Train completion:40.39%, time:181 m:41 s, avg loss: 11.09, avg acc:0.0317%, last loss: 10.53
Train completion:40.53%, time:182 m:18 s, avg loss: 11.09, avg acc:0.0316%, last loss: 10.36
Train completion:40.66%, time:182 m:53 s, avg loss: 11.09, avg acc:0.0315%, last loss: 10.74
Train completion:40.79%, time:183 m:30 s, avg loss: 11.09, avg acc:0.0314%, last loss: 10.75
