A bit better than ViTm_ImplicitAttn5(sine)_Block and almost same speed.

----------------------------------------------------------------------------------------------------
Training for epoch 1/25 started
----------------------------------------------------------------------------------------------------
Train completion:0.13%, time:0 m:8 s, avg loss: 12.43, avg acc:0.0000%, last loss: 12.33
Train completion:36.43%, time:41 m:50 s, avg loss: 11.15, avg acc:0.2174%, last loss: 10.50
Train completion:36.56%, time:41 m:59 s, avg loss: 11.15, avg acc:0.2166%, last loss: 10.25
Train completion:36.70%, time:42 m:8 s, avg loss: 11.15, avg acc:0.2158%, last loss: 10.69
Train completion:36.83%, time:42 m:18 s, avg loss: 11.15, avg acc:0.2151%, last loss: 10.47
Train completion:36.96%, time:42 m:27 s, avg loss: 11.14, avg acc:0.2143%, last loss: 10.51
Train completion:37.09%, time:42 m:37 s, avg loss: 11.14, avg acc:0.2135%, last loss: 10.25
Train completion:37.22%, time:42 m:46 s, avg loss: 11.14, avg acc:0.2128%, last loss: 10.19
Train completion:37.36%, time:42 m:56 s, avg loss: 11.14, avg acc:0.2120%, last loss: 10.54
Train completion:37.49%, time:43 m:5 s, avg loss: 11.14, avg acc:0.2113%, last loss: 10.43
Train completion:37.62%, time:43 m:14 s, avg loss: 11.13, avg acc:0.2105%, last loss: 10.51
Train completion:37.75%, time:43 m:23 s, avg loss: 11.13, avg acc:0.2098%, last loss: 10.36
Train completion:37.88%, time:43 m:32 s, avg loss: 11.13, avg acc:0.2091%, last loss: 10.39
Train completion:38.02%, time:43 m:41 s, avg loss: 11.13, avg acc:0.2083%, last loss: 10.60
Train completion:38.15%, time:43 m:50 s, avg loss: 11.12, avg acc:0.2422%, last loss: 10.71
Train completion:38.28%, time:43 m:59 s, avg loss: 11.12, avg acc:0.2414%, last loss: 10.29
Train completion:38.41%, time:44 m:8 s, avg loss: 11.12, avg acc:0.2405%, last loss: 10.35
Train completion:38.54%, time:44 m:17 s, avg loss: 11.12, avg acc:0.2397%, last loss: 10.42
Train completion:38.68%, time:44 m:26 s, avg loss: 11.11, avg acc:0.2389%, last loss: 10.34
Train completion:38.81%, time:44 m:35 s, avg loss: 11.11, avg acc:0.2381%, last loss: 10.24
Train completion:38.94%, time:44 m:44 s, avg loss: 11.11, avg acc:0.2373%, last loss: 10.29
Train completion:39.07%, time:44 m:53 s, avg loss: 11.11, avg acc:0.2365%, last loss: 10.25
Train completion:39.21%, time:45 m:2 s, avg loss: 11.11, avg acc:0.2357%, last loss: 10.38
Train completion:39.34%, time:45 m:11 s, avg loss: 11.10, avg acc:0.2349%, last loss: 10.15
Train completion:39.47%, time:45 m:20 s, avg loss: 11.10, avg acc:0.2341%, last loss: 10.36
Train completion:39.60%, time:45 m:28 s, avg loss: 11.10, avg acc:0.2333%, last loss: 10.60
Train completion:39.73%, time:45 m:37 s, avg loss: 11.10, avg acc:0.2326%, last loss: 10.51
Train completion:39.87%, time:45 m:46 s, avg loss: 11.10, avg acc:0.2318%, last loss: 10.25
Train completion:40.00%, time:45 m:56 s, avg loss: 11.09, avg acc:0.2310%, last loss: 10.82
Train completion:40.13%, time:46 m:5 s, avg loss: 11.09, avg acc:0.2303%, last loss: 10.25
Train completion:40.26%, time:46 m:14 s, avg loss: 11.09, avg acc:0.2295%, last loss: 10.16
Train completion:40.39%, time:46 m:24 s, avg loss: 11.09, avg acc:0.2288%, last loss: 10.23
Train completion:40.53%, time:46 m:34 s, avg loss: 11.09, avg acc:0.2280%, last loss: 10.29
Train completion:40.66%, time:46 m:45 s, avg loss: 11.08, avg acc:0.2273%, last loss: 10.34
Train completion:40.79%, time:46 m:55 s, avg loss: 11.08, avg acc:0.2265%, last loss: 10.67
Train completion:40.92%, time:47 m:5 s, avg loss: 11.08, avg acc:0.2258%, last loss: 10.47
Train completion:41.05%, time:47 m:15 s, avg loss: 11.08, avg acc:0.2251%, last loss: 10.46
Train completion:41.19%, time:47 m:24 s, avg loss: 11.08, avg acc:0.2244%, last loss: 10.44
Train completion:41.32%, time:47 m:34 s, avg loss: 11.07, avg acc:0.2236%, last loss: 10.88
Train completion:41.45%, time:47 m:43 s, avg loss: 11.07, avg acc:0.2229%, last loss: 10.35
Train completion:41.58%, time:47 m:52 s, avg loss: 11.07, avg acc:0.2222%, last loss: 10.38
Train completion:41.71%, time:48 m:1 s, avg loss: 11.07, avg acc:0.2215%, last loss: 10.47
Train completion:41.85%, time:48 m:11 s, avg loss: 11.07, avg acc:0.2208%, last loss: 10.36
Train completion:41.98%, time:48 m:20 s, avg loss: 11.06, avg acc:0.2201%, last loss: 10.43
Train completion:42.11%, time:48 m:30 s, avg loss: 11.06, avg acc:0.2194%, last loss: 10.47
Train completion:42.24%, time:48 m:40 s, avg loss: 11.06, avg acc:0.2188%, last loss: 10.39
Train completion:42.37%, time:48 m:50 s, avg loss: 11.06, avg acc:0.2181%, last loss: 10.29
Train completion:42.51%, time:48 m:59 s, avg loss: 11.06, avg acc:0.2174%, last loss: 10.31
Train completion:42.64%, time:49 m:8 s, avg loss: 11.05, avg acc:0.2167%, last loss: 10.39
Train completion:42.77%, time:49 m:17 s, avg loss: 11.05, avg acc:0.2160%, last loss: 10.24
Train completion:42.90%, time:49 m:27 s, avg loss: 11.05, avg acc:0.2154%, last loss: 10.24
Train completion:43.03%, time:49 m:36 s, avg loss: 11.05, avg acc:0.2147%, last loss: 10.31
Train completion:43.17%, time:49 m:45 s, avg loss: 11.05, avg acc:0.2141%, last loss: 10.27
Train completion:43.30%, time:49 m:54 s, avg loss: 11.04, avg acc:0.2134%, last loss: 10.39
Train completion:43.43%, time:50 m:4 s, avg loss: 11.04, avg acc:0.2128%, last loss: 10.25
Train completion:43.56%, time:50 m:13 s, avg loss: 11.04, avg acc:0.2121%, last loss: 10.49
Train completion:43.69%, time:50 m:22 s, avg loss: 11.04, avg acc:0.2115%, last loss: 10.27
Train completion:43.83%, time:50 m:31 s, avg loss: 11.04, avg acc:0.2108%, last loss: 10.34
Train completion:43.96%, time:50 m:41 s, avg loss: 11.03, avg acc:0.2102%, last loss: 10.38
Train completion:44.09%, time:50 m:51 s, avg loss: 11.03, avg acc:0.2096%, last loss: 10.30
Train completion:44.22%, time:51 m:1 s, avg loss: 11.03, avg acc:0.2090%, last loss: 10.27
Train completion:44.35%, time:51 m:10 s, avg loss: 11.03, avg acc:0.2083%, last loss: 10.33
Train completion:44.49%, time:51 m:21 s, avg loss: 11.03, avg acc:0.2077%, last loss: 10.54
Train completion:44.62%, time:51 m:30 s, avg loss: 11.02, avg acc:0.2071%, last loss: 10.66
Train completion:44.75%, time:51 m:40 s, avg loss: 11.02, avg acc:0.2065%, last loss: 10.36
Train completion:44.88%, time:51 m:49 s, avg loss: 11.02, avg acc:0.2059%, last loss: 10.57
Train completion:45.01%, time:51 m:58 s, avg loss: 11.02, avg acc:0.2053%, last loss: 10.77
Train completion:45.15%, time:52 m:7 s, avg loss: 11.02, avg acc:0.2047%, last loss: 10.65
Train completion:45.28%, time:52 m:17 s, avg loss: 11.02, avg acc:0.2041%, last loss: 10.41
Train completion:45.41%, time:52 m:27 s, avg loss: 11.01, avg acc:0.2035%, last loss: 10.37
Train completion:45.54%, time:52 m:37 s, avg loss: 11.01, avg acc:0.2029%, last loss: 10.50
Train completion:45.67%, time:52 m:47 s, avg loss: 11.01, avg acc:0.2023%, last loss: 10.34
Train completion:45.81%, time:52 m:56 s, avg loss: 11.01, avg acc:0.2017%, last loss: 10.46
Train completion:45.94%, time:53 m:5 s, avg loss: 11.01, avg acc:0.2011%, last loss: 10.24
Train completion:46.07%, time:53 m:15 s, avg loss: 11.00, avg acc:0.2006%, last loss: 10.46
Train completion:46.20%, time:53 m:24 s, avg loss: 11.00, avg acc:0.2000%, last loss: 10.42
Train completion:46.33%, time:53 m:34 s, avg loss: 11.00, avg acc:0.1994%, last loss: 10.21
Train completion:46.47%, time:53 m:44 s, avg loss: 11.00, avg acc:0.1989%, last loss: 10.38
Train completion:46.60%, time:53 m:54 s, avg loss: 11.00, avg acc:0.1983%, last loss: 10.26
Train completion:46.73%, time:54 m:4 s, avg loss: 11.00, avg acc:0.1977%, last loss: 10.47
Train completion:46.86%, time:54 m:14 s, avg loss: 10.99, avg acc:0.1972%, last loss: 10.37
Train completion:46.99%, time:54 m:24 s, avg loss: 10.99, avg acc:0.1966%, last loss: 10.30
Train completion:47.13%, time:54 m:33 s, avg loss: 10.99, avg acc:0.1961%, last loss: 10.61
Train completion:47.26%, time:54 m:43 s, avg loss: 10.99, avg acc:0.1955%, last loss: 10.30
Train completion:47.39%, time:54 m:52 s, avg loss: 10.99, avg acc:0.1950%, last loss: 10.38
Train completion:47.52%, time:55 m:1 s, avg loss: 10.99, avg acc:0.1944%, last loss: 10.41
Train completion:47.65%, time:55 m:10 s, avg loss: 10.98, avg acc:0.1939%, last loss: 10.63
Train completion:47.79%, time:55 m:19 s, avg loss: 10.98, avg acc:0.1934%, last loss: 10.58
Train completion:47.92%, time:55 m:29 s, avg loss: 10.98, avg acc:0.1928%, last loss: 10.23
Train completion:48.05%, time:55 m:38 s, avg loss: 10.98, avg acc:0.1923%, last loss: 10.34
Train completion:48.18%, time:55 m:47 s, avg loss: 10.98, avg acc:0.1918%, last loss: 10.44
Train completion:48.31%, time:55 m:57 s, avg loss: 10.98, avg acc:0.1913%, last loss: 10.20
Train completion:48.45%, time:56 m:6 s, avg loss: 10.97, avg acc:0.1907%, last loss: 10.37
Train completion:48.58%, time:56 m:15 s, avg loss: 10.97, avg acc:0.1902%, last loss: 10.45
Train completion:48.71%, time:56 m:24 s, avg loss: 10.97, avg acc:0.1897%, last loss: 10.20
Train completion:48.84%, time:56 m:33 s, avg loss: 10.97, avg acc:0.1892%, last loss: 10.31
Train completion:48.97%, time:56 m:43 s, avg loss: 10.97, avg acc:0.1887%, last loss: 10.30
Train completion:49.11%, time:56 m:52 s, avg loss: 10.97, avg acc:0.1882%, last loss: 10.27
Train completion:49.24%, time:57 m:1 s, avg loss: 10.96, avg acc:0.1877%, last loss: 10.35
Train completion:49.37%, time:57 m:10 s, avg loss: 10.96, avg acc:0.1872%, last loss: 10.25
Train completion:49.50%, time:57 m:19 s, avg loss: 10.96, avg acc:0.1867%, last loss: 10.41
Train completion:49.63%, time:57 m:28 s, avg loss: 10.96, avg acc:0.1862%, last loss: 10.44
Train completion:49.77%, time:57 m:38 s, avg loss: 10.96, avg acc:0.1857%, last loss: 10.31
Train completion:49.90%, time:57 m:47 s, avg loss: 10.96, avg acc:0.1852%, last loss: 10.43
Train completion:50.03%, time:57 m:56 s, avg loss: 10.95, avg acc:0.1847%, last loss: 10.40
Train completion:50.16%, time:58 m:5 s, avg loss: 10.95, avg acc:0.1842%, last loss: 10.38
Train completion:50.29%, time:58 m:14 s, avg loss: 10.95, avg acc:0.1837%, last loss: 10.43
Train completion:50.43%, time:58 m:23 s, avg loss: 10.95, avg acc:0.1832%, last loss: 10.26
Train completion:50.56%, time:58 m:32 s, avg loss: 10.95, avg acc:0.1828%, last loss: 10.22
Train completion:50.69%, time:58 m:41 s, avg loss: 10.95, avg acc:0.1823%, last loss: 10.49
Train completion:50.82%, time:58 m:50 s, avg loss: 10.94, avg acc:0.1818%, last loss: 10.30
Train completion:50.95%, time:59 m:0 s, avg loss: 10.94, avg acc:0.1813%, last loss: 10.37
Train completion:51.09%, time:59 m:9 s, avg loss: 10.94, avg acc:0.1809%, last loss: 10.44
Train completion:51.22%, time:59 m:19 s, avg loss: 10.94, avg acc:0.1804%, last loss: 10.49
Train completion:51.35%, time:59 m:29 s, avg loss: 10.94, avg acc:0.1799%, last loss: 10.43
Train completion:51.48%, time:59 m:38 s, avg loss: 10.94, avg acc:0.1795%, last loss: 10.39
Train completion:51.61%, time:59 m:47 s, avg loss: 10.94, avg acc:0.1790%, last loss: 10.31
Train completion:51.75%, time:59 m:56 s, avg loss: 10.93, avg acc:0.1786%, last loss: 10.23
Train completion:51.88%, time:60 m:5 s, avg loss: 10.93, avg acc:0.1781%, last loss: 10.29
Train completion:52.01%, time:60 m:15 s, avg loss: 10.93, avg acc:0.1777%, last loss: 10.34
Train completion:52.14%, time:60 m:24 s, avg loss: 10.93, avg acc:0.1772%, last loss: 10.50
Train completion:52.27%, time:60 m:33 s, avg loss: 10.93, avg acc:0.1768%, last loss: 10.31
Train completion:52.41%, time:60 m:42 s, avg loss: 10.93, avg acc:0.1763%, last loss: 10.31
Train completion:52.54%, time:60 m:51 s, avg loss: 10.93, avg acc:0.1759%, last loss: 10.34
Train completion:52.67%, time:60 m:59 s, avg loss: 10.92, avg acc:0.1754%, last loss: 10.38
Train completion:52.80%, time:61 m:8 s, avg loss: 10.92, avg acc:0.1750%, last loss: 10.23
Train completion:52.93%, time:61 m:17 s, avg loss: 10.92, avg acc:0.1746%, last loss: 10.45
Train completion:53.07%, time:61 m:26 s, avg loss: 10.92, avg acc:0.1741%, last loss: 10.21
Train completion:53.20%, time:61 m:36 s, avg loss: 10.92, avg acc:0.1737%, last loss: 10.30
Train completion:53.33%, time:61 m:45 s, avg loss: 10.92, avg acc:0.1733%, last loss: 10.39
Train completion:53.46%, time:61 m:54 s, avg loss: 10.92, avg acc:0.1728%, last loss: 10.34
Train completion:53.59%, time:62 m:4 s, avg loss: 10.91, avg acc:0.1724%, last loss: 10.29
Train completion:53.73%, time:62 m:13 s, avg loss: 10.91, avg acc:0.1720%, last loss: 10.38
Train completion:53.86%, time:62 m:22 s, avg loss: 10.91, avg acc:0.1716%, last loss: 10.29
Train completion:53.99%, time:62 m:31 s, avg loss: 10.91, avg acc:0.1711%, last loss: 10.38
Train completion:54.12%, time:62 m:40 s, avg loss: 10.91, avg acc:0.1951%, last loss: 10.26
Train completion:54.25%, time:62 m:49 s, avg loss: 10.91, avg acc:0.1946%, last loss: 10.26
Train completion:54.39%, time:62 m:58 s, avg loss: 10.91, avg acc:0.1942%, last loss: 10.31
Train completion:54.52%, time:63 m:7 s, avg loss: 10.90, avg acc:0.1937%, last loss: 10.27
Train completion:54.65%, time:63 m:16 s, avg loss: 10.90, avg acc:0.1932%, last loss: 10.20
Train completion:54.78%, time:63 m:25 s, avg loss: 10.90, avg acc:0.1928%, last loss: 10.31
Train completion:54.91%, time:63 m:34 s, avg loss: 10.90, avg acc:0.1923%, last loss: 10.29
Train completion:55.05%, time:63 m:43 s, avg loss: 10.90, avg acc:0.1918%, last loss: 10.35
Train completion:55.18%, time:63 m:52 s, avg loss: 10.90, avg acc:0.1914%, last loss: 10.29
Train completion:55.31%, time:64 m:1 s, avg loss: 10.90, avg acc:0.1909%, last loss: 10.39
Train completion:55.44%, time:64 m:10 s, avg loss: 10.90, avg acc:0.1905%, last loss: 10.27
Train completion:55.57%, time:64 m:20 s, avg loss: 10.89, avg acc:0.1900%, last loss: 10.39
Train completion:55.71%, time:64 m:29 s, avg loss: 10.89, avg acc:0.1896%, last loss: 10.26
Train completion:55.84%, time:64 m:38 s, avg loss: 10.89, avg acc:0.1891%, last loss: 10.18
Train completion:55.97%, time:64 m:48 s, avg loss: 10.89, avg acc:0.1887%, last loss: 10.40
Train completion:56.10%, time:64 m:56 s, avg loss: 10.89, avg acc:0.1882%, last loss: 10.22
Train completion:56.23%, time:65 m:5 s, avg loss: 10.89, avg acc:0.1878%, last loss: 10.17
Train completion:56.37%, time:65 m:14 s, avg loss: 10.89, avg acc:0.1874%, last loss: 10.24
Train completion:56.50%, time:65 m:24 s, avg loss: 10.88, avg acc:0.1869%, last loss: 10.31
Train completion:56.63%, time:65 m:33 s, avg loss: 10.88, avg acc:0.1865%, last loss: 10.34
Train completion:56.76%, time:65 m:42 s, avg loss: 10.88, avg acc:0.1860%, last loss: 10.30
Train completion:56.89%, time:65 m:51 s, avg loss: 10.88, avg acc:0.1856%, last loss: 10.24
Train completion:57.03%, time:66 m:0 s, avg loss: 10.88, avg acc:0.1852%, last loss: 10.39
Train completion:57.16%, time:66 m:9 s, avg loss: 10.88, avg acc:0.1848%, last loss: 10.55
Train completion:57.29%, time:66 m:18 s, avg loss: 10.88, avg acc:0.1843%, last loss: 10.33
Train completion:57.42%, time:66 m:27 s, avg loss: 10.88, avg acc:0.1839%, last loss: 10.57
Train completion:57.55%, time:66 m:36 s, avg loss: 10.87, avg acc:0.1835%, last loss: 10.23
Train completion:57.69%, time:66 m:45 s, avg loss: 10.87, avg acc:0.1831%, last loss: 10.22
Train completion:57.82%, time:66 m:55 s, avg loss: 10.87, avg acc:0.1826%, last loss: 10.33
Train completion:57.95%, time:67 m:3 s, avg loss: 10.87, avg acc:0.1822%, last loss: 10.35
Train completion:58.08%, time:67 m:13 s, avg loss: 10.87, avg acc:0.1818%, last loss: 10.18
Train completion:58.21%, time:67 m:22 s, avg loss: 10.87, avg acc:0.1814%, last loss: 10.27
Train completion:58.35%, time:67 m:31 s, avg loss: 10.87, avg acc:0.1810%, last loss: 10.29
Train completion:58.48%, time:67 m:41 s, avg loss: 10.87, avg acc:0.1806%, last loss: 10.32
Train completion:58.61%, time:67 m:50 s, avg loss: 10.86, avg acc:0.1802%, last loss: 10.34
Train completion:58.74%, time:67 m:59 s, avg loss: 10.86, avg acc:0.1798%, last loss: 10.45
Train completion:58.87%, time:68 m:8 s, avg loss: 10.86, avg acc:0.1794%, last loss: 10.11
Train completion:59.01%, time:68 m:16 s, avg loss: 10.86, avg acc:0.1790%, last loss: 10.26
Train completion:59.14%, time:68 m:25 s, avg loss: 10.86, avg acc:0.1786%, last loss: 10.34
Train completion:59.27%, time:68 m:34 s, avg loss: 10.86, avg acc:0.1782%, last loss: 10.23
Train completion:59.40%, time:68 m:43 s, avg loss: 10.86, avg acc:0.1778%, last loss: 10.25
Train completion:59.53%, time:68 m:52 s, avg loss: 10.86, avg acc:0.1774%, last loss: 10.31
Train completion:59.67%, time:69 m:1 s, avg loss: 10.86, avg acc:0.1770%, last loss: 10.23
Train completion:59.80%, time:69 m:10 s, avg loss: 10.85, avg acc:0.1766%, last loss: 10.31
Train completion:59.93%, time:69 m:19 s, avg loss: 10.85, avg acc:0.1762%, last loss: 10.30
Train completion:60.06%, time:69 m:28 s, avg loss: 10.85, avg acc:0.1758%, last loss: 10.24
Train completion:60.19%, time:69 m:37 s, avg loss: 10.85, avg acc:0.1754%, last loss: 10.41
Train completion:60.33%, time:69 m:46 s, avg loss: 10.85, avg acc:0.1751%, last loss: 10.14
Train completion:60.46%, time:69 m:56 s, avg loss: 10.85, avg acc:0.1747%, last loss: 10.28
Train completion:60.59%, time:70 m:5 s, avg loss: 10.85, avg acc:0.1743%, last loss: 10.33
Train completion:60.72%, time:70 m:14 s, avg loss: 10.85, avg acc:0.1739%, last loss: 10.21
Train completion:60.85%, time:70 m:23 s, avg loss: 10.84, avg acc:0.1735%, last loss: 10.21
Train completion:60.99%, time:70 m:31 s, avg loss: 10.84, avg acc:0.1732%, last loss: 10.46
Train completion:61.12%, time:70 m:40 s, avg loss: 10.84, avg acc:0.1728%, last loss: 10.23
Train completion:61.25%, time:70 m:49 s, avg loss: 10.84, avg acc:0.1724%, last loss: 10.29
Train completion:61.38%, time:70 m:58 s, avg loss: 10.84, avg acc:0.1720%, last loss: 10.27
Train completion:61.51%, time:71 m:7 s, avg loss: 10.84, avg acc:0.1717%, last loss: 10.24
Train completion:61.65%, time:71 m:16 s, avg loss: 10.84, avg acc:0.1713%, last loss: 10.40
Train completion:61.78%, time:71 m:25 s, avg loss: 10.84, avg acc:0.1709%, last loss: 10.32
Train completion:61.91%, time:71 m:35 s, avg loss: 10.84, avg acc:0.1706%, last loss: 10.19
Train completion:62.04%, time:71 m:45 s, avg loss: 10.83, avg acc:0.1702%, last loss: 10.25
Train completion:62.17%, time:71 m:54 s, avg loss: 10.83, avg acc:0.1699%, last loss: 10.18
Train completion:62.31%, time:72 m:3 s, avg loss: 10.83, avg acc:0.1695%, last loss: 10.30
Train completion:62.44%, time:72 m:12 s, avg loss: 10.83, avg acc:0.1691%, last loss: 10.33
Train completion:62.57%, time:72 m:21 s, avg loss: 10.83, avg acc:0.1688%, last loss: 10.32
Train completion:62.70%, time:72 m:30 s, avg loss: 10.83, avg acc:0.1684%, last loss: 10.26
Train completion:62.83%, time:72 m:40 s, avg loss: 10.83, avg acc:0.1681%, last loss: 10.27
Train completion:62.97%, time:72 m:50 s, avg loss: 10.83, avg acc:0.1677%, last loss: 10.32
Train completion:63.10%, time:72 m:58 s, avg loss: 10.83, avg acc:0.1674%, last loss: 10.21
Train completion:63.23%, time:73 m:7 s, avg loss: 10.82, avg acc:0.1670%, last loss: 10.36
Train completion:63.36%, time:73 m:16 s, avg loss: 10.82, avg acc:0.1667%, last loss: 10.21
Train completion:63.49%, time:73 m:25 s, avg loss: 10.82, avg acc:0.1663%, last loss: 10.40
Train completion:63.63%, time:73 m:34 s, avg loss: 10.82, avg acc:0.1660%, last loss: 10.24
Train completion:63.76%, time:73 m:43 s, avg loss: 10.82, avg acc:0.1656%, last loss: 10.25
Train completion:63.89%, time:73 m:52 s, avg loss: 10.82, avg acc:0.1653%, last loss: 10.23
Train completion:64.02%, time:74 m:1 s, avg loss: 10.82, avg acc:0.1649%, last loss: 10.22
Train completion:64.15%, time:74 m:10 s, avg loss: 10.82, avg acc:0.1646%, last loss: 10.44
Train completion:64.29%, time:74 m:19 s, avg loss: 10.82, avg acc:0.1643%, last loss: 10.31
Train completion:64.42%, time:74 m:28 s, avg loss: 10.82, avg acc:0.1844%, last loss: 10.41
Train completion:64.55%, time:74 m:37 s, avg loss: 10.81, avg acc:0.1840%, last loss: 10.22
Train completion:64.68%, time:74 m:46 s, avg loss: 10.81, avg acc:0.1837%, last loss: 10.27
Train completion:64.81%, time:74 m:55 s, avg loss: 10.81, avg acc:0.1833%, last loss: 10.22
Train completion:64.95%, time:75 m:4 s, avg loss: 10.81, avg acc:0.1829%, last loss: 10.42
Train completion:65.08%, time:75 m:14 s, avg loss: 10.81, avg acc:0.1826%, last loss: 10.20
Train completion:65.21%, time:75 m:23 s, avg loss: 10.81, avg acc:0.1822%, last loss: 10.23
Train completion:65.34%, time:75 m:32 s, avg loss: 10.81, avg acc:0.1818%, last loss: 10.47
Train completion:65.47%, time:75 m:41 s, avg loss: 10.81, avg acc:0.1815%, last loss: 10.27
Train completion:65.61%, time:75 m:50 s, avg loss: 10.81, avg acc:0.1811%, last loss: 10.32
Train completion:65.74%, time:75 m:59 s, avg loss: 10.80, avg acc:0.1807%, last loss: 10.42
Train completion:65.87%, time:76 m:8 s, avg loss: 10.80, avg acc:0.1804%, last loss: 10.21
Train completion:66.00%, time:76 m:17 s, avg loss: 10.80, avg acc:0.1800%, last loss: 10.24
Train completion:66.13%, time:76 m:26 s, avg loss: 10.80, avg acc:0.1796%, last loss: 10.32
Train completion:66.27%, time:76 m:35 s, avg loss: 10.80, avg acc:0.1793%, last loss: 10.14
Train completion:66.40%, time:76 m:44 s, avg loss: 10.80, avg acc:0.1789%, last loss: 10.14
Train completion:66.53%, time:76 m:53 s, avg loss: 10.80, avg acc:0.1786%, last loss: 10.18
Train completion:66.66%, time:77 m:3 s, avg loss: 10.80, avg acc:0.1782%, last loss: 10.29
Train completion:66.79%, time:77 m:12 s, avg loss: 10.80, avg acc:0.1779%, last loss: 10.30
Train completion:66.93%, time:77 m:21 s, avg loss: 10.80, avg acc:0.1775%, last loss: 10.19
Train completion:67.06%, time:77 m:30 s, avg loss: 10.79, avg acc:0.1772%, last loss: 10.48
Train completion:67.19%, time:77 m:39 s, avg loss: 10.79, avg acc:0.1768%, last loss: 10.33
Train completion:67.32%, time:77 m:50 s, avg loss: 10.79, avg acc:0.1765%, last loss: 10.35
Train completion:67.45%, time:77 m:59 s, avg loss: 10.79, avg acc:0.1761%, last loss: 10.37
Train completion:67.59%, time:78 m:9 s, avg loss: 10.79, avg acc:0.1758%, last loss: 10.19
Train completion:67.72%, time:78 m:18 s, avg loss: 10.79, avg acc:0.1754%, last loss: 10.24
Train completion:67.85%, time:78 m:27 s, avg loss: 10.79, avg acc:0.1751%, last loss: 10.39
Train completion:67.98%, time:78 m:36 s, avg loss: 10.79, avg acc:0.1748%, last loss: 10.29
Train completion:68.11%, time:78 m:45 s, avg loss: 10.79, avg acc:0.1744%, last loss: 10.29
Train completion:68.25%, time:78 m:54 s, avg loss: 10.79, avg acc:0.1741%, last loss: 10.68
Train completion:68.38%, time:79 m:4 s, avg loss: 10.78, avg acc:0.1737%, last loss: 10.31
Train completion:68.51%, time:79 m:13 s, avg loss: 10.78, avg acc:0.1734%, last loss: 10.40
Train completion:68.64%, time:79 m:22 s, avg loss: 10.78, avg acc:0.1731%, last loss: 10.24
Train completion:68.77%, time:79 m:31 s, avg loss: 10.78, avg acc:0.1727%, last loss: 10.24
Train completion:68.91%, time:79 m:41 s, avg loss: 10.78, avg acc:0.1724%, last loss: 10.20
Train completion:69.04%, time:79 m:50 s, avg loss: 10.78, avg acc:0.1721%, last loss: 10.22
Train completion:69.17%, time:79 m:59 s, avg loss: 10.78, avg acc:0.1718%, last loss: 10.24
Train completion:69.30%, time:80 m:7 s, avg loss: 10.78, avg acc:0.1714%, last loss: 10.24
Train completion:69.43%, time:80 m:17 s, avg loss: 10.78, avg acc:0.1711%, last loss: 10.19
Train completion:69.57%, time:80 m:26 s, avg loss: 10.78, avg acc:0.1708%, last loss: 10.28
Train completion:69.70%, time:80 m:36 s, avg loss: 10.78, avg acc:0.1705%, last loss: 10.29
Train completion:69.83%, time:80 m:45 s, avg loss: 10.77, avg acc:0.1701%, last loss: 10.26
Train completion:69.96%, time:80 m:54 s, avg loss: 10.77, avg acc:0.1698%, last loss: 10.29
Train completion:70.09%, time:81 m:3 s, avg loss: 10.77, avg acc:0.1695%, last loss: 10.30
Train completion:70.23%, time:81 m:12 s, avg loss: 10.77, avg acc:0.1692%, last loss: 10.19
Train completion:70.36%, time:81 m:21 s, avg loss: 10.77, avg acc:0.1689%, last loss: 10.33
Train completion:70.49%, time:81 m:31 s, avg loss: 10.77, avg acc:0.1685%, last loss: 10.31
Train completion:70.62%, time:81 m:39 s, avg loss: 10.77, avg acc:0.1682%, last loss: 10.21
Train completion:70.75%, time:81 m:48 s, avg loss: 10.77, avg acc:0.1679%, last loss: 10.29
Train completion:70.89%, time:81 m:57 s, avg loss: 10.77, avg acc:0.1676%, last loss: 10.50
Train completion:71.02%, time:82 m:7 s, avg loss: 10.77, avg acc:0.1673%, last loss: 10.46
Train completion:71.15%, time:82 m:15 s, avg loss: 10.77, avg acc:0.1670%, last loss: 10.28
Train completion:71.28%, time:82 m:25 s, avg loss: 10.76, avg acc:0.1667%, last loss: 10.22
Train completion:71.41%, time:82 m:34 s, avg loss: 10.76, avg acc:0.1664%, last loss: 10.38
Train completion:71.55%, time:82 m:43 s, avg loss: 10.76, avg acc:0.1661%, last loss: 10.40
Train completion:71.68%, time:82 m:52 s, avg loss: 10.76, avg acc:0.1657%, last loss: 10.28
Train completion:71.81%, time:83 m:1 s, avg loss: 10.76, avg acc:0.1838%, last loss: 10.31
Train completion:71.94%, time:83 m:10 s, avg loss: 10.76, avg acc:0.1835%, last loss: 10.24
Train completion:72.07%, time:83 m:20 s, avg loss: 10.76, avg acc:0.1832%, last loss: 10.14
Train completion:72.21%, time:83 m:29 s, avg loss: 10.76, avg acc:0.1828%, last loss: 10.26
Train completion:72.34%, time:83 m:38 s, avg loss: 10.76, avg acc:0.1825%, last loss: 10.30
Train completion:72.47%, time:83 m:47 s, avg loss: 10.76, avg acc:0.1821%, last loss: 10.45
Train completion:72.60%, time:83 m:55 s, avg loss: 10.76, avg acc:0.1818%, last loss: 10.40
Train completion:72.73%, time:84 m:4 s, avg loss: 10.76, avg acc:0.1815%, last loss: 10.24
Train completion:72.87%, time:84 m:13 s, avg loss: 10.75, avg acc:0.1812%, last loss: 10.28
